sample	city	pop	site	range
Thessa_2_7	Thessaloniki	2	urban	Native
Thessa_2_9	Thessaloniki	2	urban	Native
Thessa_2_13	Thessaloniki	2	urban	Native
Thessa_2_14	Thessaloniki	2	urban	Native
Thessa_2_19	Thessaloniki	2	urban	Native
Thessa_3_18	Thessaloniki	3	urban	Native
Thessa_3_3	Thessaloniki	3	urban	Native
Thessa_3_4	Thessaloniki	3	urban	Native
Thessa_3_7	Thessaloniki	3	urban	Native
Thessa_3_8	Thessaloniki	3	urban	Native
Thessa_3_9	Thessaloniki	3	urban	Native
Thessa_3_12	Thessaloniki	3	urban	Native
Thessa_3_13	Thessaloniki	3	urban	Native
Thessa_3_19	Thessaloniki	3	urban	Native
Thessa_4_9	Thessaloniki	4	urban	Native
Thessa_4_17	Thessaloniki	4	urban	Native
Thessa_4_2	Thessaloniki	4	urban	Native
Thessa_4_4	Thessaloniki	4	urban	Native
Thessa_4_6	Thessaloniki	4	urban	Native
Thessa_4_8	Thessaloniki	4	urban	Native
Thessa_4_13	Thessaloniki	4	urban	Native
Thessa_4_15	Thessaloniki	4	urban	Native
Thessa_4_18	Thessaloniki	4	urban	Native
Thessa_4_19	Thessaloniki	4	urban	Native
Thessa_5_2	Thessaloniki	5	urban	Native
Thessa_5_7	Thessaloniki	5	urban	Native
Thessa_5_5	Thessaloniki	5	urban	Native
Thessa_5_6	Thessaloniki	5	urban	Native
Thessa_5_12	Thessaloniki	5	urban	Native
Thessa_5_13	Thessaloniki	5	urban	Native
Thessa_5_14	Thessaloniki	5	urban	Native
Thessa_5_15	Thessaloniki	5	urban	Native
Thessa_42_4	Thessaloniki	42	rural	Native
Thessa_42_19	Thessaloniki	42	rural	Native
Thessa_42_2	Thessaloniki	42	rural	Native
Thessa_42_8	Thessaloniki	42	rural	Native
Thessa_42_10	Thessaloniki	42	rural	Native
Thessa_42_13	Thessaloniki	42	rural	Native
Thessa_42_16	Thessaloniki	42	rural	Native
Thessa_42_17	Thessaloniki	42	rural	Native
Thessa_42_18	Thessaloniki	42	rural	Native
Thessa_42_20	Thessaloniki	42	rural	Native
Thessa_43_10	Thessaloniki	43	rural	Native
Thessa_43_5	Thessaloniki	43	rural	Native
Thessa_43_3	Thessaloniki	43	rural	Native
Thessa_43_4	Thessaloniki	43	rural	Native
Thessa_43_6	Thessaloniki	43	rural	Native
Thessa_43_8	Thessaloniki	43	rural	Native
Thessa_43_13	Thessaloniki	43	rural	Native
Thessa_43_15	Thessaloniki	43	rural	Native
Thessa_44_7	Thessaloniki	44	rural	Native
Thessa_44_2	Thessaloniki	44	rural	Native
Thessa_44_1	Thessaloniki	44	rural	Native
Thessa_44_5	Thessaloniki	44	rural	Native
Thessa_44_10	Thessaloniki	44	rural	Native
Thessa_44_13	Thessaloniki	44	rural	Native
Thessa_44_14	Thessaloniki	44	rural	Native
Thessa_44_17	Thessaloniki	44	rural	Native
Thessa_44_19	Thessaloniki	44	rural	Native
Thessa_45_18	Thessaloniki	45	rural	Native
Thessa_45_5	Thessaloniki	45	rural	Native
Thessa_45_2	Thessaloniki	45	rural	Native
Thessa_45_3	Thessaloniki	45	rural	Native
Thessa_45_7	Thessaloniki	45	rural	Native
Thessa_45_10	Thessaloniki	45	rural	Native
Thessa_45_13	Thessaloniki	45	rural	Native
Thessa_45_15	Thessaloniki	45	rural	Native
Thessa_45_17	Thessaloniki	45	rural	Native
Thessa_46_13	Thessaloniki	46	rural	Native
Thessa_46_17	Thessaloniki	46	rural	Native
Thessa_46_2	Thessaloniki	46	rural	Native
Thessa_46_4	Thessaloniki	46	rural	Native
Thessa_46_5	Thessaloniki	46	rural	Native
Thessa_46_10	Thessaloniki	46	rural	Native
Thessa_46_12	Thessaloniki	46	rural	Native
Thessa_46_15	Thessaloniki	46	rural	Native
Thessa_46_18	Thessaloniki	46	rural	Native
Thessa_46_20	Thessaloniki	46	rural	Native
s_7_4	Toronto	7	rural	Introduced
s_7_6	Toronto	7	rural	Introduced
s_7_7	Toronto	7	rural	Introduced
s_7_11	Toronto	7	rural	Introduced
s_7_13	Toronto	7	rural	Introduced
s_7_14	Toronto	7	rural	Introduced
s_7_16	Toronto	7	rural	Introduced
s_7_19	Toronto	7	rural	Introduced
s_7_20	Toronto	7	rural	Introduced
s_37_6	Toronto	37	urban	Introduced
s_37_8	Toronto	37	urban	Introduced
s_37_10	Toronto	37	urban	Introduced
s_37_11	Toronto	37	urban	Introduced
s_37_12	Toronto	37	urban	Introduced
s_37_13	Toronto	37	urban	Introduced
s_37_15	Toronto	37	urban	Introduced
s_37_16	Toronto	37	urban	Introduced
s_37_18	Toronto	37	urban	Introduced
s_40_1	Toronto	40	urban	Introduced
s_40_3	Toronto	40	urban	Introduced
s_40_6	Toronto	40	urban	Introduced
s_40_7	Toronto	40	urban	Introduced
s_40_8	Toronto	40	urban	Introduced
s_40_10	Toronto	40	urban	Introduced
s_40_12	Toronto	40	urban	Introduced
s_40_17	Toronto	40	urban	Introduced
s_40_19	Toronto	40	urban	Introduced
s_41_1	Toronto	41	urban	Introduced
s_41_2	Toronto	41	urban	Introduced
s_41_7	Toronto	41	urban	Introduced
s_41_8	Toronto	41	urban	Introduced
s_41_12	Toronto	41	urban	Introduced
s_41_13	Toronto	41	urban	Introduced
s_41_14	Toronto	41	urban	Introduced
s_41_16	Toronto	41	urban	Introduced
s_41_18	Toronto	41	urban	Introduced
s_42_1	Toronto	42	urban	Introduced
s_42_3	Toronto	42	urban	Introduced
s_42_5	Toronto	42	urban	Introduced
s_42_9	Toronto	42	urban	Introduced
s_42_10	Toronto	42	urban	Introduced
s_42_11	Toronto	42	urban	Introduced
s_42_13	Toronto	42	urban	Introduced
s_42_17	Toronto	42	urban	Introduced
s_42_20	Toronto	42	urban	Introduced
s_43_4	Toronto	43	urban	Introduced
s_43_5	Toronto	43	urban	Introduced
s_43_6	Toronto	43	urban	Introduced
s_43_8	Toronto	43	urban	Introduced
s_43_10	Toronto	43	urban	Introduced
s_43_12	Toronto	43	urban	Introduced
s_43_13	Toronto	43	urban	Introduced
s_43_14	Toronto	43	urban	Introduced
s_43_15	Toronto	43	urban	Introduced
s_83_5	Toronto	83	rural	Introduced
s_83_9	Toronto	83	rural	Introduced
s_83_10	Toronto	83	rural	Introduced
s_83_11	Toronto	83	rural	Introduced
s_83_13	Toronto	83	rural	Introduced
s_83_14	Toronto	83	rural	Introduced
s_83_15	Toronto	83	rural	Introduced
s_83_17	Toronto	83	rural	Introduced
s_83_18	Toronto	83	rural	Introduced
s_97_3	Toronto	97	rural	Introduced
s_97_4	Toronto	97	rural	Introduced
s_97_6	Toronto	97	rural	Introduced
s_97_7	Toronto	97	rural	Introduced
s_97_9	Toronto	97	rural	Introduced
s_97_10	Toronto	97	rural	Introduced
s_97_11	Toronto	97	rural	Introduced
s_97_13	Toronto	97	rural	Introduced
s_97_14	Toronto	97	rural	Introduced
Vancouver_1_1	Vancouver	1	urban	Introduced
Vancouver_1_3	Vancouver	1	urban	Introduced
Vancouver_1_11	Vancouver	1	urban	Introduced
Vancouver_1_13	Vancouver	1	urban	Introduced
Vancouver_1_15	Vancouver	1	urban	Introduced
Vancouver_1_16	Vancouver	1	urban	Introduced
Vancouver_1_17	Vancouver	1	urban	Introduced
Vancouver_1_18	Vancouver	1	urban	Introduced
Vancouver_1_19	Vancouver	1	urban	Introduced
Vancouver_1_20	Vancouver	1	urban	Introduced
Vancouver_2_2	Vancouver	2	urban	Introduced
Vancouver_2_3	Vancouver	2	urban	Introduced
Vancouver_2_5	Vancouver	2	urban	Introduced
Vancouver_2_6	Vancouver	2	urban	Introduced
Vancouver_2_8	Vancouver	2	urban	Introduced
Vancouver_2_12	Vancouver	2	urban	Introduced
Vancouver_2_14	Vancouver	2	urban	Introduced
Vancouver_2_16	Vancouver	2	urban	Introduced
Vancouver_3_2	Vancouver	3	urban	Introduced
Vancouver_3_6	Vancouver	3	urban	Introduced
Vancouver_3_10	Vancouver	3	urban	Introduced
Vancouver_3_13	Vancouver	3	urban	Introduced
Vancouver_3_15	Vancouver	3	urban	Introduced
Vancouver_3_16	Vancouver	3	urban	Introduced
Vancouver_3_17	Vancouver	3	urban	Introduced
Vancouver_3_3	Vancouver	3	urban	Introduced
Vancouver_4_1	Vancouver	4	urban	Introduced
Vancouver_4_2	Vancouver	4	urban	Introduced
Vancouver_4_3	Vancouver	4	urban	Introduced
Vancouver_4_4	Vancouver	4	urban	Introduced
Vancouver_4_5	Vancouver	4	urban	Introduced
Vancouver_4_6	Vancouver	4	urban	Introduced
Vancouver_4_7	Vancouver	4	urban	Introduced
Vancouver_4_13	Vancouver	4	urban	Introduced
Vancouver_4_14	Vancouver	4	urban	Introduced
Vancouver_4_16	Vancouver	4	urban	Introduced
Vancouver_5_3	Vancouver	5	urban	Introduced
Vancouver_5_4	Vancouver	5	urban	Introduced
Vancouver_5_5	Vancouver	5	urban	Introduced
Vancouver_5_7	Vancouver	5	urban	Introduced
Vancouver_5_8	Vancouver	5	urban	Introduced
Vancouver_5_9	Vancouver	5	urban	Introduced
Vancouver_5_11	Vancouver	5	urban	Introduced
Vancouver_5_15	Vancouver	5	urban	Introduced
Vancouver_5_18	Vancouver	5	urban	Introduced
Vancouver_36_1	Vancouver	36	rural	Introduced
Vancouver_36_2	Vancouver	36	rural	Introduced
Vancouver_36_3	Vancouver	36	rural	Introduced
Vancouver_36_4	Vancouver	36	rural	Introduced
Vancouver_36_17	Vancouver	36	rural	Introduced
Vancouver_36_10	Vancouver	36	rural	Introduced
Vancouver_36_9	Vancouver	36	rural	Introduced
Vancouver_36_8	Vancouver	36	rural	Introduced
Vancouver_37_1	Vancouver	37	rural	Introduced
Vancouver_37_2	Vancouver	37	rural	Introduced
Vancouver_37_4	Vancouver	37	rural	Introduced
Vancouver_37_6	Vancouver	37	rural	Introduced
Vancouver_37_7	Vancouver	37	rural	Introduced
Vancouver_37_9	Vancouver	37	rural	Introduced
Vancouver_37_15	Vancouver	37	rural	Introduced
Vancouver_38_1	Vancouver	38	rural	Introduced
Vancouver_38_2	Vancouver	38	rural	Introduced
Vancouver_38_4	Vancouver	38	rural	Introduced
Vancouver_38_5	Vancouver	38	rural	Introduced
Vancouver_38_6	Vancouver	38	rural	Introduced
Vancouver_38_9	Vancouver	38	rural	Introduced
Vancouver_38_13	Vancouver	38	rural	Introduced
Vancouver_38_14	Vancouver	38	rural	Introduced
Vancouver_38_16	Vancouver	38	rural	Introduced
Vancouver_39_1	Vancouver	39	rural	Introduced
Vancouver_39_2	Vancouver	39	rural	Introduced
Vancouver_39_4	Vancouver	39	rural	Introduced
Vancouver_39_10	Vancouver	39	rural	Introduced
Vancouver_39_11	Vancouver	39	rural	Introduced
Vancouver_39_12	Vancouver	39	rural	Introduced
Vancouver_39_14	Vancouver	39	rural	Introduced
Vancouver_39_15	Vancouver	39	rural	Introduced
Vancouver_39_16	Vancouver	39	rural	Introduced
Vancouver_40_1	Vancouver	40	rural	Introduced
Vancouver_40_2	Vancouver	40	rural	Introduced
Vancouver_40_3	Vancouver	40	rural	Introduced
Vancouver_40_5	Vancouver	40	rural	Introduced
Vancouver_40_6	Vancouver	40	rural	Introduced
Vancouver_40_16	Vancouver	40	rural	Introduced
Vancouver_40_14	Vancouver	40	rural	Introduced
Vancouver_40_12	Vancouver	40	rural	Introduced
Vancouver_40_11	Vancouver	40	rural	Introduced
Vancouver_40_10	Vancouver	40	rural	Introduced
Warsaw_1_12	Warsaw	1	urban	Native
Warsaw_1_15	Warsaw	1	urban	Native
Warsaw_1_2	Warsaw	1	urban	Native
Warsaw_1_1	Warsaw	1	urban	Native
Warsaw_1_3	Warsaw	1	urban	Native
Warsaw_1_7	Warsaw	1	urban	Native
Warsaw_1_8	Warsaw	1	urban	Native
Warsaw_1_9	Warsaw	1	urban	Native
Warsaw_2_1	Warsaw	2	urban	Native
Warsaw_2_8	Warsaw	2	urban	Native
Warsaw_2_2	Warsaw	2	urban	Native
Warsaw_2_5	Warsaw	2	urban	Native
Warsaw_2_7	Warsaw	2	urban	Native
Warsaw_2_9	Warsaw	2	urban	Native
Warsaw_2_11	Warsaw	2	urban	Native
Warsaw_2_12	Warsaw	2	urban	Native
Warsaw_2_14	Warsaw	2	urban	Native
Warsaw_3_12	Warsaw	3	urban	Native
Warsaw_3_8	Warsaw	3	urban	Native
Warsaw_3_4	Warsaw	3	urban	Native
Warsaw_3_5	Warsaw	3	urban	Native
Warsaw_3_7	Warsaw	3	urban	Native
Warsaw_3_10	Warsaw	3	urban	Native
Warsaw_3_14	Warsaw	3	urban	Native
Warsaw_3_15	Warsaw	3	urban	Native
Warsaw_4_1	Warsaw	4	urban	Native
Warsaw_4_3	Warsaw	4	urban	Native
Warsaw_4_4	Warsaw	4	urban	Native
Warsaw_4_7	Warsaw	4	urban	Native
Warsaw_4_8	Warsaw	4	urban	Native
Warsaw_4_10	Warsaw	4	urban	Native
Warsaw_4_11	Warsaw	4	urban	Native
Warsaw_4_14	Warsaw	4	urban	Native
Warsaw_4_12	Warsaw	4	urban	Native
Warsaw_4_15	Warsaw	4	urban	Native
Warsaw_5_7	Warsaw	5	urban	Native
Warsaw_5_12	Warsaw	5	urban	Native
Warsaw_5_10	Warsaw	5	urban	Native
Warsaw_5_6	Warsaw	5	urban	Native
Warsaw_5_5	Warsaw	5	urban	Native
Warsaw_5_1	Warsaw	5	urban	Native
Warsaw_46_5	Warsaw	46	rural	Native
Warsaw_46_7	Warsaw	46	rural	Native
Warsaw_46_8	Warsaw	46	rural	Native
Warsaw_46_10	Warsaw	46	rural	Native
Warsaw_46_12	Warsaw	46	rural	Native
Warsaw_46_1	Warsaw	46	rural	Native
Warsaw_46_13	Warsaw	46	rural	Native
Warsaw_46_2	Warsaw	46	rural	Native
Warsaw_46_6	Warsaw	46	rural	Native
Warsaw_47_7	Warsaw	47	rural	Native
Warsaw_47_6	Warsaw	47	rural	Native
Warsaw_47_20	Warsaw	47	rural	Native
Warsaw_47_11	Warsaw	47	rural	Native
Warsaw_47_14	Warsaw	47	rural	Native
Warsaw_47_8	Warsaw	47	rural	Native
Warsaw_47_12	Warsaw	47	rural	Native
Warsaw_47_4	Warsaw	47	rural	Native
Warsaw_47_3	Warsaw	47	rural	Native
Warsaw_47_2	Warsaw	47	rural	Native
Warsaw_50_2	Warsaw	50	rural	Native
Warsaw_50_4	Warsaw	50	rural	Native
Warsaw_50_5	Warsaw	50	rural	Native
Warsaw_50_7	Warsaw	50	rural	Native
Warsaw_50_6	Warsaw	50	rural	Native
Warsaw_50_8	Warsaw	50	rural	Native
Warsaw_50_10	Warsaw	50	rural	Native
